"external_gene_id"	"description"
"Cadm4"	"cell adhesion molecule 4 [Source:MGI Symbol;Acc:MGI:2449088]"
"Tmem158"	"transmembrane protein 158 [Source:MGI Symbol;Acc:MGI:1919559]"
"Dsp"	"desmoplakin [Source:MGI Symbol;Acc:MGI:109611]"
"Agap1"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:MGI Symbol;Acc:MGI:2653690]"
"Ddx17"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 17 [Source:MGI Symbol;Acc:MGI:1914290]"
"Wdr86"	"WD repeat domain 86 [Source:MGI Symbol;Acc:MGI:1915466]"
"Ntrk2"	"neurotrophic tyrosine kinase, receptor, type 2 [Source:MGI Symbol;Acc:MGI:97384]"
"Sec23ip"	"Sec23 interacting protein [Source:MGI Symbol;Acc:MGI:2450915]"
"Map6"	"microtubule-associated protein 6 [Source:MGI Symbol;Acc:MGI:1201690]"
"H2-Q5"	"histocompatibility 2, Q region locus 5 [Source:MGI Symbol;Acc:MGI:95934]"
"Maf"	"avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog [Source:MGI Symbol;Acc:MGI:96909]"
"Pprc1"	"peroxisome proliferative activated receptor, gamma, coactivator-related 1 [Source:MGI Symbol;Acc:MGI:2385096]"
"Kxd1"	"KxDL motif containing 1 [Source:MGI Symbol;Acc:MGI:1922870]"
"Slain1"	"SLAIN motif family, member 1 [Source:MGI Symbol;Acc:MGI:2145578]"
"Ghr"	"growth hormone receptor [Source:MGI Symbol;Acc:MGI:95708]"
"Myh8"	"myosin, heavy polypeptide 8, skeletal muscle, perinatal [Source:MGI Symbol;Acc:MGI:1339712]"
"9330182L06Rik"	"RIKEN cDNA 9330182L06 gene [Source:MGI Symbol;Acc:MGI:2443264]"
"Gm11541"	"predicted gene 11541 [Source:MGI Symbol;Acc:MGI:3650066]"
"Fam105a"	"family with sequence similarity 105, member A [Source:MGI Symbol;Acc:MGI:2687281]"
"H2-T22"	"histocompatibility 2, T region locus 22 [Source:MGI Symbol;Acc:MGI:95956]"
"Pgm3"	"phosphoglucomutase 3 [Source:MGI Symbol;Acc:MGI:97566]"
"Cebpg"	"CCAAT/enhancer binding protein (C/EBP), gamma [Source:MGI Symbol;Acc:MGI:104982]"
"Spock1"	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1 [Source:MGI Symbol;Acc:MGI:105371]"
"Gpr116"	"G protein-coupled receptor 116 [Source:MGI Symbol;Acc:MGI:2182928]"
"Mpz"	"myelin protein zero [Source:MGI Symbol;Acc:MGI:103177]"
"Zfp658"	"zinc finger protein 658 [Source:MGI Symbol;Acc:MGI:2652821]"
"Trnp1"	"TMF1-regulated nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1916789]"
"Chd9"	"chromodomain helicase DNA binding protein 9 [Source:MGI Symbol;Acc:MGI:1924001]"
"Gpr173"	"G-protein coupled receptor 173 [Source:MGI Symbol;Acc:MGI:1918021]"
"Ier5"	"immediate early response 5 [Source:MGI Symbol;Acc:MGI:1337072]"
"Ttc26"	"tetratricopeptide repeat domain 26 [Source:MGI Symbol;Acc:MGI:2444853]"
"Pcbp2"	"poly(rC) binding protein 2 [Source:MGI Symbol;Acc:MGI:108202]"
"4922501C03Rik"	"RIKEN cDNA 4922501C03 gene [Source:MGI Symbol;Acc:MGI:1925343]"
"Mab21l1"	"mab-21-like 1 (C. elegans) [Source:MGI Symbol;Acc:MGI:1333773]"
"Ide"	"insulin degrading enzyme [Source:MGI Symbol;Acc:MGI:96412]"
"Ebf1"	"early B cell factor 1 [Source:MGI Symbol;Acc:MGI:95275]"
"Rpl38"	"ribosomal protein L38 [Source:MGI Symbol;Acc:MGI:1914921]"
"Ryr3"	"ryanodine receptor 3 [Source:MGI Symbol;Acc:MGI:99684]"
"Dtnbp1"	"dystrobrevin binding protein 1 [Source:MGI Symbol;Acc:MGI:2137586]"
"Rps18-ps3"	"ribosomal protein S18, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3642474]"
"Mex3b"	"mex3 homolog B (C. elegans) [Source:MGI Symbol;Acc:MGI:1918252]"
"Lepr"	"leptin receptor [Source:MGI Symbol;Acc:MGI:104993]"
"Mab21l2"	"mab-21-like 2 (C. elegans) [Source:MGI Symbol;Acc:MGI:1346022]"
"Rpl32"	"ribosomal protein L32 [Source:MGI Symbol;Acc:MGI:98038]"
"Rpl36"	"ribosomal protein L36 [Source:MGI Symbol;Acc:MGI:1860603]"
"Mdn1"	"midasin homolog (yeast) [Source:MGI Symbol;Acc:MGI:1926159]"
"Palld"	"palladin, cytoskeletal associated protein [Source:MGI Symbol;Acc:MGI:1919583]"
"Eml1"	"echinoderm microtubule associated protein like 1 [Source:MGI Symbol;Acc:MGI:1915769]"
"Gstm1"	"glutathione S-transferase, mu 1 [Source:MGI Symbol;Acc:MGI:95860]"
"Adamts17"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17 [Source:MGI Symbol;Acc:MGI:3588195]"
"Usf2"	"upstream transcription factor 2 [Source:MGI Symbol;Acc:MGI:99961]"
"Tspan7"	"tetraspanin 7 [Source:MGI Symbol;Acc:MGI:1298407]"
"Idi1"	"isopentenyl-diphosphate delta isomerase [Source:MGI Symbol;Acc:MGI:2442264]"
"Espl1"	"extra spindle poles-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2146156]"
"Upf1"	"UPF1 regulator of nonsense transcripts homolog (yeast) [Source:MGI Symbol;Acc:MGI:107995]"
"Phf21a"	"PHD finger protein 21A [Source:MGI Symbol;Acc:MGI:2384756]"
"Smim4"	"small itegral membrane protein 4 [Source:MGI Symbol;Acc:MGI:1913737]"
"Abce1"	"ATP-binding cassette, sub-family E (OABP), member 1 [Source:MGI Symbol;Acc:MGI:1195458]"
"Hist1h2bg"	"histone cluster 1, H2bg [Source:MGI Symbol;Acc:MGI:2448386]"
"Gm26920"	"predicted gene, 26920 [Source:MGI Symbol;Acc:MGI:5504035]"
"Rpl23a"	"ribosomal protein L23A [Source:MGI Symbol;Acc:MGI:3040672]"
"Rpl5"	"ribosomal protein L5 [Source:MGI Symbol;Acc:MGI:102854]"
"Rpl30"	"ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:98037]"
"Gda"	"guanine deaminase [Source:MGI Symbol;Acc:MGI:95678]"
"Eif4b"	"eukaryotic translation initiation factor 4B [Source:MGI Symbol;Acc:MGI:95304]"
"En1"	"engrailed 1 [Source:MGI Symbol;Acc:MGI:95389]"
"Egln2"	"EGL nine homolog 2 (C. elegans) [Source:MGI Symbol;Acc:MGI:1932287]"
"Thra"	"thyroid hormone receptor alpha [Source:MGI Symbol;Acc:MGI:98742]"
"Col13a1"	"collagen, type XIII, alpha 1 [Source:MGI Symbol;Acc:MGI:1277201]"
"Deaf1"	"deformed epidermal autoregulatory factor 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1858496]"
"Col25a1"	"collagen, type XXV, alpha 1 [Source:MGI Symbol;Acc:MGI:1924268]"
"Rpl18"	"ribosomal protein L18 [Source:MGI Symbol;Acc:MGI:98003]"
"Ntrk3"	"neurotrophic tyrosine kinase, receptor, type 3 [Source:MGI Symbol;Acc:MGI:97385]"
"Rpl11"	"ribosomal protein L11 [Source:MGI Symbol;Acc:MGI:1914275]"
"Actg2"	"actin, gamma 2, smooth muscle, enteric [Source:MGI Symbol;Acc:MGI:104589]"
"Max"	"Max protein [Source:MGI Symbol;Acc:MGI:96921]"
"Uqcr10"	"ubiquinol-cytochrome c reductase, complex III subunit X [Source:MGI Symbol;Acc:MGI:1913402]"
"Trp53"	"transformation related protein 53 [Source:MGI Symbol;Acc:MGI:98834]"
"Calcrl"	"calcitonin receptor-like [Source:MGI Symbol;Acc:MGI:1926944]"
"Akap17b"	"A kinase (PRKA) anchor protein 17B [Source:MGI Symbol;Acc:MGI:2443758]"
"Ube4a"	"ubiquitination factor E4A, UFD2 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2154580]"
"Adamts14"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14 [Source:MGI Symbol;Acc:MGI:2179942]"
"Hspa2"	"heat shock protein 2 [Source:MGI Symbol;Acc:MGI:96243]"
"Kif13b"	"kinesin family member 13B [Source:MGI Symbol;Acc:MGI:1098265]"
"Tpt1"	"tumor protein, translationally-controlled 1 [Source:MGI Symbol;Acc:MGI:104890]"
"Hnrnpc"	"heterogeneous nuclear ribonucleoprotein C [Source:MGI Symbol;Acc:MGI:107795]"
"Bckdha"	"branched chain ketoacid dehydrogenase E1, alpha polypeptide [Source:MGI Symbol;Acc:MGI:107701]"
"Dcc"	"deleted in colorectal carcinoma [Source:MGI Symbol;Acc:MGI:94869]"
"Fam78b"	"family with sequence similarity 78, member B [Source:MGI Symbol;Acc:MGI:2443050]"
"Rpl35a"	"ribosomal protein L35A [Source:MGI Symbol;Acc:MGI:1928894]"
"Marf1"	"meiosis arrest female 1 [Source:MGI Symbol;Acc:MGI:2444505]"
"Nsa2"	"NSA2 ribosome biogenesis homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913883]"
"Trim55"	"tripartite motif-containing 55 [Source:MGI Symbol;Acc:MGI:3036269]"
"AI597468"	"expressed sequence AI597468 [Source:MGI Symbol;Acc:MGI:2143652]"
"Rpl26"	"ribosomal protein L26 [Source:MGI Symbol;Acc:MGI:106022]"
"Mkx"	"mohawk homeobox [Source:MGI Symbol;Acc:MGI:2687286]"
"Gm10093"	"predicted pseudogene 10093 [Source:MGI Symbol;Acc:MGI:3704479]"
"Lsamp"	"limbic system-associated membrane protein [Source:MGI Symbol;Acc:MGI:1261760]"
"Maml3"	"mastermind like 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:2389461]"
"Fnip2"	"folliculin interacting protein 2 [Source:MGI Symbol;Acc:MGI:2683054]"
"H2-K1"	"histocompatibility 2, K1, K region [Source:MGI Symbol;Acc:MGI:95904]"
"Ddhd2"	"DDHD domain containing 2 [Source:MGI Symbol;Acc:MGI:1919358]"
"Naca"	"nascent polypeptide-associated complex alpha polypeptide [Source:MGI Symbol;Acc:MGI:106095]"
"Nuggc"	"nuclear GTPase, germinal center associated [Source:MGI Symbol;Acc:MGI:2685446]"
"Nol10"	"nucleolar protein 10 [Source:MGI Symbol;Acc:MGI:2684913]"
"Rps7"	"ribosomal protein S7 [Source:MGI Symbol;Acc:MGI:1333818]"
"Krt5"	"keratin 5 [Source:MGI Symbol;Acc:MGI:96702]"
"Cep128"	"centrosomal protein 128 [Source:MGI Symbol;Acc:MGI:1922466]"
"Akap6"	"A kinase (PRKA) anchor protein 6 [Source:MGI Symbol;Acc:MGI:3050566]"
"Tnnt3"	"troponin T3, skeletal, fast [Source:MGI Symbol;Acc:MGI:109550]"
"Cyp2d22"	"cytochrome P450, family 2, subfamily d, polypeptide 22 [Source:MGI Symbol;Acc:MGI:1929474]"
"Bod1l"	"biorientation of chromosomes in cell division 1-like [Source:MGI Symbol;Acc:MGI:2444804]"
"Tac1"	"tachykinin 1 [Source:MGI Symbol;Acc:MGI:98474]"
"Rps17"	"ribosomal protein S17 [Source:MGI Symbol;Acc:MGI:1309526]"
"Myl1"	"myosin, light polypeptide 1 [Source:MGI Symbol;Acc:MGI:97269]"
"Sphk1"	"sphingosine kinase 1 [Source:MGI Symbol;Acc:MGI:1316649]"
"Ssbp3"	"single-stranded DNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1919725]"
"Zscan20"	"zinc finger and SCAN domains 20 [Source:MGI Symbol;Acc:MGI:2679268]"
"Rpl34"	"ribosomal protein L34 [Source:MGI Symbol;Acc:MGI:1915686]"
"Tgif2"	"TGFB-induced factor homeobox 2 [Source:MGI Symbol;Acc:MGI:1915299]"
"Gspt1"	"G1 to S phase transition 1 [Source:MGI Symbol;Acc:MGI:1316728]"
"Tnfaip8"	"tumor necrosis factor, alpha-induced protein 8 [Source:MGI Symbol;Acc:MGI:2147191]"
"Rpl17"	"ribosomal protein L17 [Source:MGI Symbol;Acc:MGI:2448270]"
"Fabp4"	"fatty acid binding protein 4, adipocyte [Source:MGI Symbol;Acc:MGI:88038]"
"2310039H08Rik"	"RIKEN cDNA 2310039H08 gene [Source:MGI Symbol;Acc:MGI:1914351]"
"Rpl7a"	"ribosomal protein L7A [Source:MGI Symbol;Acc:MGI:1353472]"
"Kdr"	"kinase insert domain protein receptor [Source:MGI Symbol;Acc:MGI:96683]"
"Rpl35"	"ribosomal protein L35 [Source:MGI Symbol;Acc:MGI:1913739]"
"Rps23-ps"	"ribosomal protein S23, pseudogene [Source:MGI Symbol;Acc:MGI:3705429]"
"Mapk3"	"mitogen-activated protein kinase 3 [Source:MGI Symbol;Acc:MGI:1346859]"
"Kif1b"	"kinesin family member 1B [Source:MGI Symbol;Acc:MGI:108426]"
"Rpl27"	"ribosomal protein L27 [Source:MGI Symbol;Acc:MGI:98036]"
"Rps15"	"ribosomal protein S15 [Source:MGI Symbol;Acc:MGI:98117]"
"Nhp2l1"	"NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:893586]"
"Cycs"	"cytochrome c, somatic [Source:MGI Symbol;Acc:MGI:88578]"
"Uqcrh"	"ubiquinol-cytochrome c reductase hinge protein [Source:MGI Symbol;Acc:MGI:1913826]"
"Crem"	"cAMP responsive element modulator [Source:MGI Symbol;Acc:MGI:88495]"
"Nr6a1"	"nuclear receptor subfamily 6, group A, member 1 [Source:MGI Symbol;Acc:MGI:1352459]"
"Wibg"	"within bgcn homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1925678]"
"Arih2"	"ariadne homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1344361]"
"Gm4735"	"predicted gene 4735 [Source:MGI Symbol;Acc:MGI:3645521]"
"Hvcn1"	"hydrogen voltage-gated channel 1 [Source:MGI Symbol;Acc:MGI:1921346]"
"Hhip"	"Hedgehog-interacting protein [Source:MGI Symbol;Acc:MGI:1341847]"
"mt-Nd1"	"mitochondrially encoded NADH dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:101787]"
"mt-Nd2"	"mitochondrially encoded NADH dehydrogenase 2 [Source:MGI Symbol;Acc:MGI:102500]"
"mt-Co1"	"mitochondrially encoded cytochrome c oxidase I [Source:MGI Symbol;Acc:MGI:102504]"
"mt-Nd5"	"mitochondrially encoded NADH dehydrogenase 5 [Source:MGI Symbol;Acc:MGI:102496]"
"mt-Nd6"	"mitochondrially encoded NADH dehydrogenase 6 [Source:MGI Symbol;Acc:MGI:102495]"
"mt-Cytb"	"mitochondrially encoded cytochrome b [Source:MGI Symbol;Acc:MGI:102501]"
"Cdc26"	"cell division cycle 26 [Source:MGI Symbol;Acc:MGI:1913690]"
"Ipo7"	"importin 7 [Source:MGI Symbol;Acc:MGI:2152414]"
"Wdr6"	"WD repeat domain 6 [Source:MGI Symbol;Acc:MGI:1930140]"
"Serpina3f"	"serine (or cysteine) peptidase inhibitor, clade A, member 3F [Source:MGI Symbol;Acc:MGI:2182838]"
"Gm10263"	"predicted gene 10263 [Source:MGI Symbol;Acc:MGI:3642825]"
"Wdr35"	"WD repeat domain 35 [Source:MGI Symbol;Acc:MGI:1921932]"
"Vkorc1l1"	"vitamin K epoxide reductase complex, subunit 1-like 1 [Source:MGI Symbol;Acc:MGI:1916818]"
"Hmcn1"	"hemicentin 1 [Source:MGI Symbol;Acc:MGI:2685047]"
"Fbxl12"	"F-box and leucine-rich repeat protein 12 [Source:MGI Symbol;Acc:MGI:1354738]"
"Hes6"	"hairy and enhancer of split 6 [Source:MGI Symbol;Acc:MGI:1859852]"
"Xpo5"	"exportin 5 [Source:MGI Symbol;Acc:MGI:1913789]"
"Capn6"	"calpain 6 [Source:MGI Symbol;Acc:MGI:1100850]"
"Rps28"	"ribosomal protein S28 [Source:MGI Symbol;Acc:MGI:1859516]"
"Tmem128"	"transmembrane protein 128 [Source:MGI Symbol;Acc:MGI:1913559]"
"Gm17080"	"predicted gene 17080 [Source:MGI Symbol;Acc:MGI:4937907]"
"Gm10222"	"predicted gene 10222 [Source:MGI Symbol;Acc:MGI:3642643]"
"4930444P10Rik"	"RIKEN cDNA 4930444P10 gene [Source:MGI Symbol;Acc:MGI:1923049]"
"Zfp760"	"zinc finger protein 760 [Source:MGI Symbol;Acc:MGI:2679257]"
"Zfp948"	"zinc finger protein 948 [Source:MGI Symbol;Acc:MGI:3040683]"
"Agtr2"	"angiotensin II receptor, type 2 [Source:MGI Symbol;Acc:MGI:87966]"
"Efcc1"	"EF hand and coiled-coil domain containing 1 [Source:MGI Symbol;Acc:MGI:3611451]"
"Chrac1"	"chromatin accessibility complex 1 [Source:MGI Symbol;Acc:MGI:2135796]"
"Actc1"	"actin, alpha, cardiac muscle 1 [Source:MGI Symbol;Acc:MGI:87905]"
"Trp53i11"	"transformation related protein 53 inducible protein 11 [Source:MGI Symbol;Acc:MGI:2670995]"
"Col28a1"	"collagen, type XXVIII, alpha 1 [Source:MGI Symbol;Acc:MGI:2685312]"
"Urm1"	"ubiquitin related modifier 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915455]"
"Nr2f1"	"nuclear receptor subfamily 2, group F, member 1 [Source:MGI Symbol;Acc:MGI:1352451]"
"Gm10161"	"predicted pseudogene 10161 [Source:MGI Symbol;Acc:MGI:3642846]"
"Arid1b"	"AT rich interactive domain 1B (SWI-like) [Source:MGI Symbol;Acc:MGI:1926129]"
"Tmem100"	"transmembrane protein 100 [Source:MGI Symbol;Acc:MGI:1915138]"
"Slfn9"	"schlafen 9 [Source:MGI Symbol;Acc:MGI:2445121]"
"Fbp1"	"fructose bisphosphatase 1 [Source:MGI Symbol;Acc:MGI:95492]"
"Cacng7"	"calcium channel, voltage-dependent, gamma subunit 7 [Source:MGI Symbol;Acc:MGI:1932374]"
"Fam57a"	"family with sequence similarity 57, member A [Source:MGI Symbol;Acc:MGI:2151840]"
"Ahnak"	"AHNAK nucleoprotein (desmoyokin) [Source:MGI Symbol;Acc:MGI:1316648]"
"Sat2"	"spermidine/spermine N1-acetyl transferase 2 [Source:MGI Symbol;Acc:MGI:1916465]"
"Atxn1l"	"ataxin 1-like [Source:MGI Symbol;Acc:MGI:3694797]"
"Spdl1"	"spindle apparatus coiled-coil protein 1 [Source:MGI Symbol;Acc:MGI:1917635]"
"Fat1"	"FAT tumor suppressor homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:109168]"
"Zscan25"	"zinc finger and SCAN domain containing 25 [Source:MGI Symbol;Acc:MGI:3647079]"
"Mesdc1"	"mesoderm development candidate 1 [Source:MGI Symbol;Acc:MGI:1891420]"
"Top1"	"topoisomerase (DNA) I [Source:MGI Symbol;Acc:MGI:98788]"
"Fryl"	"furry homolog-like (Drosophila) [Source:MGI Symbol;Acc:MGI:1919563]"
"Gltscr1"	"glioma tumor suppressor candidate region gene 1 [Source:MGI Symbol;Acc:MGI:2154263]"
"Trabd2b"	"TraB domain containing 2B [Source:MGI Symbol;Acc:MGI:3650152]"
"Rasgrp3"	"RAS, guanyl releasing protein 3 [Source:MGI Symbol;Acc:MGI:3028579]"
"Jund"	"Jun proto-oncogene related gene d [Source:MGI Symbol;Acc:MGI:96648]"
"Srsf3"	"serine/arginine-rich splicing factor 3 [Source:MGI Symbol;Acc:MGI:98285]"
"Arhgef10"	"Rho guanine nucleotide exchange factor (GEF) 10 [Source:MGI Symbol;Acc:MGI:2444453]"
"Zfp71-rs1"	"zinc finger protein 71, related sequence [Source:MGI Symbol;Acc:MGI:107769]"
"Rpl23"	"ribosomal protein L23 [Source:MGI Symbol;Acc:MGI:1929455]"
"Psmg4"	"proteasome (prosome, macropain) assembly chaperone 4 [Source:MGI Symbol;Acc:MGI:1916916]"
"Akr1c19"	"aldo-keto reductase family 1, member C19 [Source:MGI Symbol;Acc:MGI:2653678]"
"Fam189a2"	"family with sequence similarity 189, member A2 [Source:MGI Symbol;Acc:MGI:2685813]"
"AI462493"	"expressed sequence AI462493 [Source:MGI Symbol;Acc:MGI:2147553]"
"Ubxn1"	"UBX domain protein 1 [Source:MGI Symbol;Acc:MGI:1289301]"
"Lrrn4cl"	"LRRN4 C-terminal like [Source:MGI Symbol;Acc:MGI:1916102]"
"Zbtb3"	"zinc finger and BTB domain containing 3 [Source:MGI Symbol;Acc:MGI:1922541]"
"Fndc1"	"fibronectin type III domain containing 1 [Source:MGI Symbol;Acc:MGI:1915905]"
"Sept5"	"septin 5 [Source:MGI Symbol;Acc:MGI:1195461]"
"Nanos1"	"nanos homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:2669254]"
"Phf20l1"	"PHD finger protein 20-like 1 [Source:MGI Symbol;Acc:MGI:2444412]"
"Fam84b"	"family with sequence similarity 84, member B [Source:MGI Symbol;Acc:MGI:3026924]"
"Gm10369"	"predicted gene 10369 [Source:MGI Symbol;Acc:MGI:3642774]"
"Gm10401"	"predicted gene 10401 [Source:MGI Symbol;Acc:MGI:3704254]"
"Rybp"	"RING1 and YY1 binding protein [Source:MGI Symbol;Acc:MGI:1929059]"
"4933439C10Rik"	"RIKEN cDNA 4933439C10 gene [Source:MGI Symbol;Acc:MGI:1921726]"
"Sod3"	"superoxide dismutase 3, extracellular [Source:MGI Symbol;Acc:MGI:103181]"
"Uprt"	"uracil phosphoribosyltransferase (FUR1) homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2685620]"
"Lrrc61"	"leucine rich repeat containing 61 [Source:MGI Symbol;Acc:MGI:2652848]"
"1810058I24Rik"	"RIKEN cDNA 1810058I24 gene [Source:MGI Symbol;Acc:MGI:1914955]"
"Klf14"	"Kruppel-like factor 14 [Source:MGI Symbol;Acc:MGI:3577024]"
"Gm6594"	"predicted pseudogene 6594 [Source:MGI Symbol;Acc:MGI:3643873]"
"H2-Q6"	"histocompatibility 2, Q region locus 6 [Source:MGI Symbol;Acc:MGI:95935]"
"H2-D1"	"histocompatibility 2, D region locus 1 [Source:MGI Symbol;Acc:MGI:95896]"
"C4b"	"complement component 4B (Chido blood group) [Source:MGI Symbol;Acc:MGI:88228]"
"Eme2"	"essential meiotic endonuclease 1 homolog 2 (S. pombe) [Source:MGI Symbol;Acc:MGI:1919889]"
"Myeov2"	"myeloma overexpressed 2 [Source:MGI Symbol;Acc:MGI:1914165]"
"Klhl21"	"kelch-like 21 [Source:MGI Symbol;Acc:MGI:1919288]"
"Rpl31"	"ribosomal protein L31 [Source:MGI Symbol;Acc:MGI:2149632]"
"Exoc8"	"exocyst complex component 8 [Source:MGI Symbol;Acc:MGI:2142527]"
"Rpl13a"	"ribosomal protein L13A [Source:MGI Symbol;Acc:MGI:1351455]"
"Krtdap"	"keratinocyte differentiation associated protein [Source:MGI Symbol;Acc:MGI:1928282]"
"Adh1"	"alcohol dehydrogenase 1 (class I) [Source:MGI Symbol;Acc:MGI:87921]"
"Gm10653"	"predicted gene 10653 [Source:MGI Symbol;Acc:MGI:3642572]"
"Gramd2"	"GRAM domain containing 2 [Source:MGI Symbol;Acc:MGI:3528937]"
"Gm15441"	"predicted gene 15441 [Source:MGI Symbol;Acc:MGI:3641753]"
"Zfp865"	"zinc finger protein 865 [Source:MGI Symbol;Acc:MGI:2442656]"
"Zfp628"	"zinc finger protein 628 [Source:MGI Symbol;Acc:MGI:2665174]"
"Fat3"	"FAT tumor suppressor homolog 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:2444314]"
"Gm10709"	"predicted gene 10709 [Source:MGI Symbol;Acc:MGI:3642754]"
"Etohi1"	"ethanol induced 1 [Source:MGI Symbol;Acc:MGI:1261426]"
"Fam65c"	"family with sequence similarity 65, member C [Source:MGI Symbol;Acc:MGI:1916803]"
"1500012F01Rik"	"RIKEN cDNA 1500012F01 gene [Source:MGI Symbol;Acc:MGI:1916199]"
"Mafb"	"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian) [Source:MGI Symbol;Acc:MGI:104555]"
"BC029722"	"cDNA sequence BC029722 [Source:MGI Symbol;Acc:MGI:3584273]"
"Plxnc1"	"plexin C1 [Source:MGI Symbol;Acc:MGI:1890127]"
"Gas2l3"	"growth arrest-specific 2 like 3 [Source:MGI Symbol;Acc:MGI:1918780]"
"Papolb"	"poly (A) polymerase beta (testis specific) [Source:MGI Symbol;Acc:MGI:1932115]"
"Grk6"	"G protein-coupled receptor kinase 6 [Source:MGI Symbol;Acc:MGI:1347078]"
"Grem1"	"gremlin 1 [Source:MGI Symbol;Acc:MGI:1344337]"
"Fjx1"	"four jointed box 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1341907]"
"Amd1"	"S-adenosylmethionine decarboxylase 1 [Source:MGI Symbol;Acc:MGI:88004]"
"Klhl41"	"kelch-like 41 [Source:MGI Symbol;Acc:MGI:2683854]"
"2810410L24Rik"	"RIKEN cDNA 2810410L24 gene [Source:MGI Symbol;Acc:MGI:1923627]"
"Gm11744"	"predicted gene 11744 [Source:MGI Symbol;Acc:MGI:3649529]"
"Ept1"	"ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific) [Source:MGI Symbol;Acc:MGI:107898]"
"Gm24270"	"predicted gene, 24270 [Source:MGI Symbol;Acc:MGI:5454047]"
"Tmem203"	"transmembrane protein 203 [Source:MGI Symbol;Acc:MGI:2443597]"
"Smim1"	"small integral membrane protein 1 [Source:MGI Symbol;Acc:MGI:1916109]"
"Ctdsp2"	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2 [Source:MGI Symbol;Acc:MGI:1098748]"
"Ddi2"	"DNA-damage inducible protein 2 [Source:MGI Symbol;Acc:MGI:1917244]"
"1810010H24Rik"	"RIKEN cDNA 1810010H24 gene [Source:MGI Symbol;Acc:MGI:1916316]"
"Rad54b"	"RAD54 homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:3605986]"
"Dact3"	"dapper homolog 3, antagonist of beta-catenin (xenopus) [Source:MGI Symbol;Acc:MGI:3654828]"
"Gm14295"	"predicted gene 14295 [Source:MGI Symbol;Acc:MGI:3709624]"
"Slc45a4"	"solute carrier family 45, member 4 [Source:MGI Symbol;Acc:MGI:2146236]"
"Kdelr2"	"KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2 [Source:MGI Symbol;Acc:MGI:1914163]"
"Fam155a"	"family with sequence similarity 155, member A [Source:MGI Symbol;Acc:MGI:2142765]"
"Mphosph8"	"M-phase phosphoprotein 8 [Source:MGI Symbol;Acc:MGI:1922589]"
"Itprip"	"inositol 1,4,5-triphosphate receptor interacting protein [Source:MGI Symbol;Acc:MGI:3042776]"
"Ackr4"	"atypical chemokine receptor 4 [Source:MGI Symbol;Acc:MGI:2181676]"
"Rpl36a"	"ribosomal protein L36A [Source:MGI Symbol;Acc:MGI:1201789]"
"Gm7325"	"predicted gene 7325 [Source:MGI Symbol;Acc:MGI:3649059]"
"Nhsl2"	"NHS-like 2 [Source:MGI Symbol;Acc:MGI:3645090]"
"H2-T10"	"histocompatibility 2, T region locus 10 [Source:MGI Symbol;Acc:MGI:95942]"
"Gm11175"	"predicted gene 11175 [Source:MGI Symbol;Acc:MGI:3809055]"
"Mettl21b"	"methyltransferase like 21B [Source:MGI Symbol;Acc:MGI:3645330]"
"Gm15487"	"predicted gene 15487 [Source:MGI Symbol;Acc:MGI:3709610]"
"Rps2-ps13"	"ribosomal protein S2, pseudogene 13 [Source:MGI Symbol;Acc:MGI:3705640]"
"BC002163"	"cDNA sequence BC002163 [Source:MGI Symbol;Acc:MGI:3612445]"
"Pisd-ps1"	"phosphatidylserine decarboxylase, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3842428]"
